  I     	  II     	  AO     	  AO'		
 29.91   	108.64   	128.10   	  50.86		
 25.02   	101.62   	128.30   	  40.69		
 31.13   	 91.86   	128.46   	  30.52		
 43.33   	 82.70   	128.59   	  20.35		
 53.10   	 75.99   	128.67   	  15.26		
 54.02   	 69.58   	128.73   	   0.00		
 43.64   	 58.29   	128.73   	 -15.26		
 24.72   	 39.98   	128.67   	 -25.43		
  5.80   	 19.23   	128.57   	 -40.69		
 -6.10   	  2.75   	128.40   	 -55.95		
 -8.24   	 -4.58   	128.18   	 -76.30		
 -3.36   	 -3.66   	127.87   	 -91.56		
  2.14   	 -1.83   	127.51   	-111.90		
  3.97   	 -5.80   	127.06   	-142.42		
  0.92   	-14.65   	126.49   	-167.85		
 -3.36   	-23.50   	125.82   	-203.46		
 -4.88   	-27.47   	125.00   	-223.80		
 -1.22   	-24.11   	124.11   	-244.15		
  6.71   	-18.01   	123.13   	-244.15		
 16.17   	-15.26   	122.16   	-239.06		
 21.67   	-18.62   	121.20   	-218.72		
 19.84   	-25.94   	120.33   	-193.29		
 12.82   	-34.79   	119.55   	-167.85		
  2.44   	-41.20   	118.88   	-147.51		
 -6.10   	-42.72   	118.29   	-142.42		
 -6.10   	-36.93   	117.72   	-132.25		
  1.83   	-23.50   	117.19   	-132.25		
 13.12   	 -8.54   	116.66   	-142.42		
 20.14   	 -2.14   	116.09   	-142.42		
 16.48   	-11.90   	115.52   	-142.42		
  3.36   	-37.23   	114.95   	-147.51		
-10.68   	-65.31   	114.36   	-137.33		
-17.70   	-81.79   	113.81   	-137.33		
-17.09   	-80.57   	113.27   	-137.33		
-13.43   	-67.75   	112.72   	-127.16		
-11.90   	-57.37   	112.21   	-127.16		
-14.34   	-57.07   	111.70   	-122.07		
-18.01   	-63.48   	111.21   	-122.07		
-18.31   	-68.05   	110.72   	-116.99		
-12.82   	-62.87   	110.25   	-111.90		
 -2.14   	-48.83   	109.81   	-116.99		
  8.24   	-36.62   	109.34   	-106.82		
 10.99   	-34.18   	108.91   	-111.90		
  2.75   	-42.11   	108.46   	-111.90		
-11.90   	-54.02   	108.02   	-116.99		
-21.06   	-61.34   	107.55   	-111.90		
-17.40   	-61.65   	107.10   	-116.99		
 -3.36   	-57.68   	106.63   	-122.07		
 11.60   	-53.10   	106.14   	-116.99		
 20.75   	-48.52   	105.68   	-122.07		
 25.02   	-41.81   	105.19   	-122.07		
 28.38   	-32.04   	104.70   	-122.07		
 32.04   	-23.19   	104.21   	-116.99		
 32.04   	-22.58   	103.74   	-122.07		
 24.11   	-31.74   	103.25   	-116.99		
 10.68   	-45.78   	102.79   	-122.07		
 -0.92   	-57.37   	102.30   	-116.99		
