  I     	  II     	  AO     	  AO'		
 39.37   	 75.99   	127.47   	-137.33		
 34.18   	 69.27   	126.92   	-147.51		
 27.47   	 59.51   	126.33   	-157.68		
 18.31   	 45.47   	125.70   	-157.68		
  8.54   	 29.60   	125.07   	-167.85		
  0.92   	 16.48   	124.39   	-172.94		
 -2.44   	  7.93   	123.70   	-183.11		
 -3.05   	  2.44   	122.97   	-188.20		
 -4.58   	 -3.05   	122.22   	-208.54		
 -8.85   	 -9.16   	121.38   	-223.80		
-14.65   	-14.65   	120.49   	-249.24		
-18.92   	-17.09   	119.49   	-279.75		
-19.84   	-17.40   	118.37   	-305.19		
-19.23   	-18.01   	117.15   	-330.62		
-20.14   	-20.14   	115.83   	-366.22		
-22.58   	-22.89   	114.36   	-386.57		
-25.33   	-24.41   	112.82   	-401.83		
-25.94   	-23.80   	111.21   	-386.57		
-24.11   	-21.97   	109.66   	-335.71		
-22.28   	-21.36   	108.32   	-264.50		
-22.58   	-22.89   	107.26   	-167.85		
-25.02   	-25.94   	106.59   	 -71.21		
-28.38   	-27.77   	106.31   	   0.00		
-30.52   	-27.47   	106.31   	  45.78		
-31.13   	-24.72   	106.49   	  50.86		
-30.82   	-19.53   	106.69   	  45.78		
-29.91   	-12.51   	106.88   	  35.61		
-29.60   	 -3.97   	107.02   	  35.61		
-29.91   	  5.19   	107.16   	  45.78		
-30.21   	 16.17   	107.34   	  76.30		
-32.35   	 32.35   	107.65   	 106.82		
-38.76   	 57.98   	108.08   	 116.99		
-51.27   	 92.16   	108.54   	 116.99		
-69.27   	128.17   	109.01   	  96.64		
-88.50   	156.25   	109.40   	  61.04		
-101.01   	169.07   	109.64   	  20.35		
-101.62   	167.24   	109.72   	 -15.26		
-91.25   	159.30   	109.66   	 -40.69		
-77.21   	152.89   	109.50   	 -61.04		
-66.22   	150.76   	109.26   	 -61.04		
-60.42   	150.45   	109.01   	 -66.12		
-57.07   	146.79   	108.75   	 -71.21		
-53.71   	137.63   	108.46   	 -76.30		
-48.83   	125.12   	108.16   	 -91.56		
-44.25   	112.92   	107.79   	-101.73		
-41.20   	104.37   	107.39   	-111.90		
-37.84   	101.01   	106.94   	-122.07		
-33.57   	101.01   	106.45   	-122.07		
-28.69   	101.93   	105.96   	-122.07		
-25.02   	101.01   	105.47   	-116.99		
-24.11   	 96.74   	105.00   	-116.99		
-25.63   	 90.33   	104.54   	-111.90		
-27.16   	 85.45   	104.09   	-106.82		
-26.55   	 83.31   	103.66   	-111.90		
-24.41   	 83.92   	103.21   	-106.82		
-22.58   	 84.53   	102.79   	-106.82		
-21.97   	 82.40   	102.36   	-106.82		
-22.28   	 76.60   	101.93   	-101.73		
-22.58   	 68.66   	101.53   	-101.73		
-22.58   	 60.42   	101.12   	 -91.56		
-21.97   	 54.02   	100.75   	 -91.56		
-21.36   	 49.44   	100.39   	 -91.56		
-20.14   	 47.30   	100.02   	 -91.56		
-18.01   	 47.00   	 99.65   	 -86.47		
-16.17   	 47.91   	 99.31   	 -81.38		
-15.87   	 48.52   	 98.98   	 -81.38		
-17.70   	 47.61   	 98.66   	 -76.30		
-20.14   	 44.56   	 98.35   	 -71.21		
-22.28   	 39.67   	 98.07   	 -71.21		
-22.28   	 33.26   	 97.78   	 -66.12		
-21.36   	 26.86   	 97.52   	 -61.04		
-19.53   	 21.06   	 97.27   	 -61.04		
-17.70   	 15.87   	 97.03   	 -61.04		
-15.56   	 10.99   	 96.78   	 -55.95		
-13.12   	  6.10   	 96.56   	 -61.04		
-11.90   	  0.31   	 96.32   	 -55.95		
-11.60   	 -5.80   	 96.09   	 -61.04		
-11.60   	-10.68   	 95.85   	 -61.04		
-10.38   	-13.73   	 95.60   	 -66.12		
 -7.63   	-15.56   	 95.34   	 -61.04		
 -4.88   	-16.48   	 95.10   	 -66.12		
 -4.27   	-17.09   	 94.83   	 -61.04		
 -6.41   	-18.31   	 94.59   	 -61.04		
 -9.77   	-21.06   	 94.34   	 -61.04		
-11.60   	-25.63   	 94.10   	 -55.95		
-11.29   	-30.52   	 93.88   	 -61.04		
 -9.16   	-33.87   	 93.63   	 -61.04		
 -8.24   	-35.10   	 93.39   	 -61.04		
 -9.77   	-35.40   	 93.14   	 -61.04		
-12.21   	-36.32   	 92.90   	 -66.12		
-13.12   	-38.76   	 92.63   	 -66.12		
-10.38   	-41.20   	 92.37   	 -66.12		
 -5.19   	-42.42   	 92.11   	 -61.04		
 -0.92   	-42.42   	 91.86   	 -66.12		
 -1.22   	-44.86   	 91.60   	 -66.12		
 -6.10   	-50.05   	 91.33   	 -66.12		
-11.60   	-56.15   	 91.07   	 -61.04		
-14.04   	-58.90   	 90.82   	 -66.12		
-12.51   	-56.46   	 90.56   	 -66.12		
 -9.16   	-51.57   	 90.29   	 -61.04		
 -7.02   	-48.22   	 90.05   	 -61.04		
 -7.32   	-49.44   	 89.81   	 -61.04		
 -9.16   	-54.93   	 89.56   	 -55.95		
-10.38   	-61.34   	 89.34   	 -55.95		
-10.38   	-65.31   	 89.11   	 -55.95		
 -9.46   	-66.83   	 88.89   	 -55.95		
 -8.24   	-66.22   	 88.67   	 -55.95		
 -7.32   	-65.00   	 88.44   	 -55.95		
 -6.10   	-63.17   	 88.22   	 -55.95		
 -3.66   	-59.51   	 88.00   	 -55.95		
  0.61   	-52.49   	 87.77   	 -55.95		
  5.80   	-41.20   	 87.55   	 -61.04		
 10.99   	-28.08   	 87.30   	 -55.95		
 13.73   	-18.01   	 87.08   	 -55.95		
 14.04   	-14.34   	 86.86   	 -55.95		
 12.21   	-16.48   	 86.63   	 -50.86		
 12.21   	-20.75   	 86.43   	 -55.95		
 15.87   	-21.36   	 86.21   	 -50.86		
 24.11   	-15.26   	 86.00   	 -50.86		
 34.18   	 -4.58   	 85.80   	 -55.95		
