  I     	  II     	  AO     	  AO'		
-33.87   	-27.47   	 75.10   	 320.45		
-36.01   	-26.25   	 76.38   	 335.71		
-35.40   	-23.80   	 77.72   	 350.97		
-31.74   	-20.45   	 79.12   	 361.14		
-27.47   	-16.48   	 80.57   	 371.31		
-24.72   	-13.12   	 82.05   	 381.48		
-25.02   	-10.07   	 83.58   	 381.48		
-27.16   	 -7.02   	 85.11   	 386.57		
-28.38   	 -3.36   	 86.65   	 376.40		
-26.86   	  1.83   	 88.16   	 366.22		
-22.58   	  7.02   	 89.62   	 350.97		
-16.78   	 10.68   	 91.03   	 335.71		
-12.21   	 13.12   	 92.37   	 310.27		
-10.07   	 15.26   	 93.61   	 289.93		
-10.99   	 18.62   	 94.77   	 274.67		
-14.65   	 23.80   	 95.87   	 249.24		
-19.53   	 29.91   	 96.87   	 233.98		
-23.80   	 35.10   	 97.80   	 208.54		
-25.33   	 38.15   	 98.64   	 188.20		
-23.80   	 39.67   	 99.39   	 157.68		
-20.14   	 40.59   	100.02   	 137.33		
-15.56   	 41.81   	100.57   	 116.99		
-11.60   	 43.03   	101.04   	 101.73		
 -8.54   	 43.64   	101.44   	  91.56		
 -6.10   	 42.42   	101.81   	  86.47		
 -5.19   	 39.98   	102.16   	  91.56		
 -6.41   	 36.32   	102.52   	  96.64		
-10.38   	 32.04   	102.91   	 101.73		
-15.56   	 27.47   	103.32   	 101.73		
-19.53   	 21.36   	103.72   	 106.82		
-20.75   	 13.73   	104.15   	 106.82		
-18.92   	  5.80   	104.58   	  96.64		
-15.87   	 -2.14   	104.96   	  96.64		
-14.65   	 -9.77   	105.35   	  86.47		
-15.26   	-17.40   	105.70   	  71.21		
-17.40   	-25.63   	105.98   	  61.04		
-21.67   	-35.10   	106.23   	  45.78		
-26.86   	-45.17   	106.41   	  25.43		
-32.35   	-54.93   	106.51   	  15.26		
-36.62   	-64.09   	106.57(S)	  -5.09		
-38.76   	-71.72   	106.55   	 -20.35		
-39.67   	-77.82   	106.47   	 -35.61		
-41.81   	-83.31   	106.33   	 -40.69		
-47.00   	-90.03   	106.16   	 -55.95		
-53.41   	-97.96   	105.94   	 -55.95		
-58.59   	-105.90   	105.72   	 -61.04		
-62.56   	-112.30   	105.47   	 -61.04		
-67.14   	-115.05   	105.23   	 -66.12		
-73.24   	-114.44   	104.96   	 -71.21		
