  I     	  II     	  AO     	  AO'		
-88.20   	-82.09   	 73.55   	 -30.52		
-86.67   	-82.40   	 73.43   	 -30.52		
-84.84   	-79.96   	 73.31   	 -50.86		
-84.84   	-75.38   	 73.10   	 -55.95		
-86.06   	-71.41   	 72.88   	 -50.86		
-87.59   	-70.50   	 72.68   	 -55.95		
-87.89   	-71.72   	 72.45   	 -30.52		
-87.59   	-72.94   	 72.33   	  -5.09		
-87.28   	-71.72   	 72.31   	 -10.17		
-87.28   	-68.66   	 72.27   	 -10.17		
-87.59   	-65.61   	 72.23   	 -40.69		
-86.36   	-63.48   	 72.06   	 -66.12		
-83.31   	-61.95   	 71.80   	 -45.78		
-79.96   	-60.42   	 71.62   	 -81.38		
-78.13   	-58.90   	 71.29   	-157.68		
-79.04   	-57.07   	 70.66   	-122.07		
-84.53   	-54.32   	 70.17   	 -40.69		
-95.83   	-47.61   	 70.01   	 -15.26		
-111.69   	-35.40   	 69.95   	 -15.26		
-126.65   	-16.17   	 69.89   	 -20.35		
-126.95   	 18.92   	 69.81   	 -25.43		
-89.11   	 85.75   	 69.70   	 -25.43		
  9.77   	203.25   	 69.60   	 -15.26		
179.14   	382.08   	 69.54   	 -30.52		
403.75   	610.96   	 69.42   	 -25.43		
644.53   	851.75   	 69.32   	 -25.43		
851.75   	1049.50   	 69.22   	 -15.26		
983.58   	1152.04(R)	 69.16   	 -10.17		
1018.37   	1129.15   	 69.11   	 -15.26		
955.81   	986.02   	 69.05   	  -5.09		
807.19   	765.08   	 69.03   	  30.52		
597.23   	529.79   	 69.16   	  30.52		
365.91   	336.91   	 69.28   	  40.69		
161.13   	212.10   	 69.44   	  45.78		
 22.89   	145.26   	 69.62   	  55.95		
-37.23   	106.81   	 69.85   	 127.16		
-41.50   	 68.97   	 70.36   	 279.75		
-30.21   	 21.67   	 71.47   	 528.99		
-32.35   	-27.77   	 73.59   	 747.71		
-52.80   	-66.22   	 76.58   	 732.45		
-78.13   	-87.59   	 79.51   	 635.81		
-94.30   	-95.21   	 82.05   	 747.71		
-98.88   	-97.66   	 85.05   	 661.24		
-98.27   	-103.15   	 87.69   	 310.27		
-99.79   	-113.22   	 88.93   	  45.78		
-104.06   	-123.90   	 89.11   	-350.97		
-108.03   	-130.62   	 87.71   	-391.66		
-109.56   	-131.84   	 86.14   	 381.48		
-109.25   	-131.23   	 87.67   	 874.87		
-109.25   	-132.45   	 91.17   	 656.15		
-109.86   	-135.50   	 93.79   	 259.41		
-109.25   	-137.94   	 94.83   	 -76.30		
-106.81   	-137.02   	 94.53   	 -76.30		
-103.15   	-133.06   	 94.22   	 528.99		
-100.10   	-128.78   	 96.34   	 879.96		
-98.27   	-127.87   	 99.86   	-422.18		
-98.88   	-130.92   	 98.17   	-1083.41		
-100.71   	-135.80   	 93.83   	1642.92		
-102.54   	-138.55   	100.41   	1688.70		
-103.15   	-137.33   	107.16   	-1485.24		
-101.32   	-132.75   	101.22   	-157.68		
