  I     	  II     	  AO     	  AO'		
-21.06   	 18.01   	157.78   	  40.69		
-18.01   	 15.26   	157.94   	  20.35		
-17.70   	 10.99   	158.03   	   5.09		
-18.62   	  5.49   	158.05   	 -15.26		
-18.31   	  0.92   	157.99   	 -30.52		
-16.48   	 -2.14   	157.86   	 -50.86		
-13.43   	 -3.97   	157.66   	 -66.12		
-11.90   	 -5.19   	157.40   	 -81.38		
-12.82   	 -6.71   	157.07   	-101.73		
-15.87   	 -8.85   	156.66   	-111.90		
-18.92   	-11.60   	156.22   	-132.25		
-21.67   	-15.56   	155.69   	-147.51		
-23.19   	-20.45   	155.10   	-162.77		
-23.50   	-25.02   	154.44   	-183.11		
-22.89   	-27.47   	153.71   	-198.37		
-21.67   	-27.77   	152.92   	-218.72		
-20.75   	-26.25   	152.04   	-233.98		
-21.06   	-24.11   	151.11   	-254.32		
-21.97   	-22.89   	150.09   	-269.58		
-22.89   	-23.50   	149.01   	-289.93		
-23.80   	-27.16   	147.85   	-310.27		
-24.11   	-33.26   	146.61   	-325.53		
-24.41   	-40.28   	145.31   	-345.88		
-24.41   	-45.17   	143.93   	-361.14		
-24.11   	-46.08   	142.48   	-376.40		
-23.50   	-42.72   	140.98   	-396.74		
-22.58   	-38.15   	139.39   	-406.92		
-21.67   	-34.48   	137.76   	-417.09		
-21.06   	-33.57   	136.09   	-422.18		
-20.75   	-34.48   	134.40   	-432.35		
-19.84   	-35.10   	132.67   	-432.35		
-18.01   	-34.79   	130.95   	-432.35		
-15.87   	-33.26   	129.22   	-432.35		
-15.26   	-32.35   	127.49   	-427.26		
-15.87   	-32.35   	125.78   	-427.26		
-17.70   	-34.18   	124.07   	-417.09		
-18.01   	-36.62   	122.40   	-406.92		
-15.87   	-38.15   	120.77   	-401.83		
-12.21   	-37.84   	119.17   	-391.66		
 -9.16   	-34.18   	117.60   	-386.57		
 -7.32   	-28.99   	116.05   	-371.31		
 -6.41   	-24.11   	114.57   	-361.14		
 -5.80   	-22.28   	113.12   	-350.97		
 -6.10   	-25.94   	111.72   	-340.79		
 -7.32   	-32.96   	110.36   	-330.62		
 -9.46   	-38.76   	109.03   	-320.45		
-11.60   	-39.37   	107.75   	-305.19		
-10.99   	-33.87   	106.53   	-300.10		
 -8.24   	-26.25   	105.33   	-295.01		
 -5.19   	-21.06   	104.15   	-279.75		
 -2.75   	-20.75   	103.03   	-269.58		
 -2.75   	-24.11   	101.95   	-259.41		
 -4.27   	-27.47   	100.92   	-254.32		
 -5.80   	-28.99   	 99.90   	-244.15		
 -5.80   	-28.08   	 98.92   	-239.06		
 -3.97   	-26.55   	 97.97   	-223.80		
 -1.53   	-26.25   	 97.07   	-218.72		
  0.00   	-27.47   	 96.19   	-213.63		
  0.31   	-29.60   	 95.34   	-203.46		
 -0.31   	-30.52   	 94.53   	-193.29		
 -0.61   	-29.30   	 93.75   	-188.20		
 -0.61   	-25.33   	 93.00   	-178.03		
 -0.92   	-21.36   	 92.29   	-172.94		
 -2.44   	-19.53   	 91.60   	-167.85		
 -4.88   	-21.36   	 90.93   	-162.77		
 -6.41   	-25.94   	 90.27   	-152.59		
 -6.41   	-31.13   	 89.66   	-147.51		
 -3.97   	-34.79   	 89.07   	-142.42		
 -0.61   	-36.32   	 88.50   	-142.42		
  1.53   	-36.32   	 87.93   	-132.25		
  1.53   	-35.40   	 87.41   	-127.16		
 -0.92   	-34.18   	 86.90   	-127.16		
 -3.97   	-33.26   	 86.39   	-122.07		
 -6.41   	-31.43   	 85.90   	-116.99		
 -7.63   	-28.99   	 85.43   	-111.90		
 -7.63   	-26.25   	 84.98   	-111.90		
 -7.32   	-24.11   	 84.54   	-106.82		
 -7.02   	-23.50   	 84.11   	-101.73		
 -6.10   	-24.41   	 83.70   	-101.73		
 -4.58   	-25.94   	 83.30   	 -96.64		
 -2.14   	-26.55   	 82.91   	 -91.56		
 -0.31   	-26.86   	 82.54   	 -96.64		
 -0.92   	-26.86   	 82.16   	 -86.47		
 -3.66   	-26.25   	 81.81   	 -91.56		
 -7.63   	-24.41   	 81.44   	 -81.38		
-10.07   	-20.45   	 81.12   	 -86.47		
 -9.46   	-15.56   	 80.77   	 -81.38		
 -6.10   	-13.43   	 80.45   	 -76.30		
 -1.53   	-16.48   	 80.14   	 -81.38		
  3.66   	-24.11   	 79.82   	 -76.30		
  9.16   	-32.65   	 79.51   	 -76.30		
 14.65   	-38.15   	 79.21   	 -71.21		
 18.92   	-39.98   	 78.92   	 -76.30		
 21.36   	-39.67   	 78.62   	 -71.21		
 21.97   	-38.45   	 78.33   	 -71.21		
 22.58   	-36.01   	 78.05   	 -71.21		
 24.72   	-31.43   	 77.76   	 -71.21		
 27.77   	-25.02   	 77.48   	 -71.21		
 31.43   	-17.70   	 77.19   	 -71.21		
 34.48   	 -8.54   	 76.91   	 -66.12		
 36.32   	  3.36   	 76.64   	 -71.21		
 36.62   	 17.40   	 76.36   	 -71.21		
 35.10   	 29.91   	 76.07   	 -66.12		
 31.43   	 35.71   	 75.81   	 -66.12		
 26.55   	 30.82   	 75.54   	 -71.21		
 21.97   	 15.56   	 75.26   	 -66.12		
 19.53   	 -4.58   	 74.99   	 -66.12		
 18.92   	-23.19   	 74.73   	 -66.12		
 18.92   	-34.48   	 74.47   	 -66.12		
 18.62   	-35.71   	 74.20   	 -66.12		
 18.01   	-27.16   	 73.94   	 -61.04		
 16.17   	-14.04   	 73.69   	 -66.12		
 12.82   	 -3.97   	 73.43   	 -61.04		
  7.02   	 -2.75   	 73.18   	 -66.12		
 -1.83   	-11.60   	 72.92   	 -61.04		
-12.21   	-24.11   	 72.68   	 -61.04		
-21.36   	-32.35   	 72.43   	 -66.12		
-26.86   	-33.57   	 72.17   	 -61.04		
-28.08   	-31.13   	 71.92   	 -61.04		
-27.16   	-31.13   	 71.68   	 -55.95		
-26.25   	-37.54   	 71.45   	 -61.04		
-26.55   	-47.91   	 71.21   	 -55.95		
-28.38   	-56.15   	 70.99   	 -55.95		
-29.30   	-57.98   	 70.76   	 -61.04		
-27.77   	-53.41   	 70.52   	 -50.86		
-24.11   	-46.39   	 70.32   	 -55.95		
-19.23   	-40.28   	 70.09   	 -55.95		
-15.87   	-36.93   	 69.87   	 -55.95		
-14.34   	-35.40   	 69.64   	 -50.86		
-13.73   	-34.48   	 69.44   	 -55.95		
-13.12   	-33.57   	 69.22   	 -50.86		
-12.21   	-32.65   	 69.01   	 -55.95		
-10.68   	-28.08   	 68.79   	 -50.86		
 -6.41   	-15.56   	 68.59   	 -55.95		
  4.27   	  6.71   	 68.36   	 -50.86		
 27.77   	 42.42   	 68.16   	 -55.95		
 72.94   	 98.27   	 67.93   	 -50.86		
145.57   	186.77   	 67.73   	 -50.86		
245.36   	319.52   	 67.53   	 -50.86		
360.72   	495.00   	 67.32   	 -45.78		
470.28   	678.41   	 67.14   	 -96.64		
594.79   	814.82(R)	 66.75   	 -45.78		
588.38   	678.41   	 66.57   	 -45.78		
531.31   	428.77   	 66.39   	 -40.69		
427.25   	144.04   	 66.23   	 -40.69		
291.44   	-98.88   	 66.06   	 -40.69		
152.89   	-261.54   	 65.90   	 -40.69		
 45.47   	-349.12   	 65.74   	 -40.69		
-11.29   	-386.35   	 65.57   	 -40.69		
-25.94   	-387.57   	 65.41   	 -35.61		
-25.33   	-352.17   	 65.27   	 -40.69		
-30.52   	-280.15   	 65.11   	 -35.61		
-46.69   	-187.99   	 64.96   	 -40.69		
-64.39   	-105.90   	 64.80   	 -35.61		
-73.85   	-59.20   	 64.66   	 -40.69		
-73.24   	-51.27   	 64.50   	 -40.69		
-68.05   	-65.61   	 64.33   	 -35.61		
